amean_y1,amean_y2,amean_y3,amean_y4,amean_y5,amean_y6,amean_y7,amean_y8,amean_y9,amean_y10,amean_y11,amean_y12,amean_y13,amean_y14,amean_y15,amean_y16,k0,k1,k2,k3,ward91,cquint,region91,lungc3064,cpm3064,allmort3064,lungc65pls,cpm65pls,allmort65pls,pop3064,pop65pls,exp_lungc3064,exp_cpm_3064,exp_all_3064,exp_lungc65pls,exp_cpm_65pls,exp_all_65pls,RR_lungc3064,RR_cpm3064,RR_allmort3064,RR_lungc65pls,RR_cpm65pls,RR_allmort65pls,cscore                                                                                                                                                                    
,178,162,145,101,94,76,52,59,31,41,21,24,19,21,16,162,81,38,20,04CAFF,5,8,25,72,145,37,319,496,5086,1885,10.549,48.476,106.365,23.41,265.364,429.555,2.37,1.485,1.363,1.581,1.202,1.155,5.064
,,76,56,20,39,39,28,27,21,30,22,20,22,21,21,66,32,25,21,04CAFW,1,8,5,38,99,19,233,364,5550,2119,11.511,52.899,116.069,26.316,298.306,482.88,0.434,0.718,0.853,0.722,0.781,0.754,-2.927
88,91,94,84,91,68,79,55,68,32,28,16,14,16,15,15,89,73,36,15,04CAFX,5,8,17,63,129,19,121,200,4391,1242,9.107,41.852,91.83,15.425,174.845,283.028,1.867,1.505,1.405,1.232,0.692,0.707,5.641
152,154,165,103,113,108,93,65,41,33,38,22,34,30,20,21,144,95,34,26,04CBFC,5,8,38,92,206,38,372,606,5706,2062,11.835,54.386,119.332,25.608,290.282,469.89,3.211,1.692,1.726,1.484,1.282,1.29,8.045
87,77,112,56,68,54,46,31,23,24,27,20,24,21,16,19,83,50,24,20,04CBFT,5,8,25,104,190,53,465,730,6083,2350,12.617,57.979,127.216,29.185,330.826,535.52,1.982,1.794,1.494,1.816,1.406,1.363,5.878
78,75,91,63,57,41,41,24,21,16,23,16,19,18,11,14,77,41,19,16,04CBFY,2,8,16,69,140,37,447,702,6936,3081,14.386,66.109,145.055,38.264,433.733,702.101,1.112,1.044,0.965,0.967,1.031,1,-2.008
152,175,156,144,148,134,132,98,79,79,80,79,85,76,59,64,157,128,79,71,05CCFA,5,2,9,51,103,19,245,379,4232,1323,8.778,40.337,88.505,16.431,186.248,301.486,1.025,1.264,1.164,1.156,1.315,1.257,4.159
209,225,237,141,133,118,116,82,112,76,78,69,66,70,49,58,203,112,84,61,05CCFB,5,2,16,58,120,17,165,254,3514,1363,7.288,33.493,73.489,16.927,191.879,310.602,2.195,1.732,1.633,1.004,0.86,0.818,7.201
163,227,167,166,175,118,166,157,137,96,101,85,86,87,68,76,181,154,105,79,05CCFX,5,2,10,50,105,26,236,368,4419,1871,9.165,42.119,92.416,23.236,263.393,426.365,1.091,1.187,1.136,1.119,0.896,0.863,3.43
142,127,128,124,119,112,119,83,41,57,77,59,61,53,42,63,130,108,59,55,05CCFY,5,2,11,68,136,23,385,588,4317,1838,8.954,41.147,90.283,22.827,258.748,418.845,1.229,1.653,1.506,1.008,1.488,1.404,3.199
145,138,102,,76,39,109,77,55,56,67,44,44,47,27,37,128,75,56,39,05CEFH,5,2,12,57,114,35,360,593,4488,1973,9.308,42.777,93.859,24.503,277.753,449.609,1.289,1.333,1.215,1.428,1.296,1.319,5.203
165,151,140,124,112,92,107,100,88,93,93,68,44,55,38,36,145,103,86,43,05CEFJ,5,2,21,107,192,49,333,544,6131,2384,12.716,58.437,128.22,29.607,335.612,543.268,1.651,1.831,1.497,1.655,0.992,1.001,5.238
97,96,70,88,69,51,59,48,39,40,43,22,15,42,33,36,88,57,36,32,05CEFM,5,2,12,60,134,27,260,432,4479,2135,9.29,42.691,93.671,26.515,300.559,486.526,1.292,1.405,1.431,1.018,0.865,0.888,3.564
,211,112,81,92,81,75,33,47,43,51,36,38,40,27,37,135,70,44,36,05CFFY,4,2,14,72,136,20,210,337,4695,1912,9.738,44.75,98.188,23.746,269.165,435.708,1.438,1.609,1.385,0.842,0.78,0.773,1.825
139,145,160,108,98,88,63,53,50,39,37,28,55,59,58,56,138,76,39,57,05CGFE,5,2,21,89,171,40,507,833,5560,2480,11.532,52.994,116.278,30.8,349.127,565.145,1.821,1.679,1.471,1.299,1.452,1.474,7.63
61,66,70,47,44,40,28,31,35,30,26,18,17,20,17,,61,36,27,18,05CGFX,5,2,19,75,189,44,581,972,5175,2486,10.733,49.325,108.227,30.874,349.971,566.512,1.77,1.521,1.746,1.425,1.66,1.716,5.811
74,63,70,51,54,46,33,32,32,38,37,27,27,26,24,18,65,41,34,24,05CGGA,5,2,37,109,231,66,518,861,6050,3133,12.548,57.665,126.526,38.909,441.054,713.951,2.949,1.89,1.826,1.696,1.174,1.206,9.121
101,97,65,38,58,42,29,23,26,29,29,22,60,62,60,53,75,38,27,59,05CGGB,5,2,18,74,171,41,355,638,4830,2171,10.018,46.036,101.011,26.962,305.627,494.729,1.797,1.607,1.693,1.521,1.162,1.29,6.762
,,206,162,151,105,115,99,57,73,65,50,44,38,23,28,184,118,61,33,06CHFS,5,1,10,48,94,29,226,387,3537,1391,7.336,33.712,73.971,17.275,195.821,316.982,1.363,1.424,1.271,1.679,1.154,1.221,3.904
,,136,91,100,69,74,54,48,46,38,24,21,17,12,10,114,74,39,15,06CJFK,4,1,17,74,156,43,508,883,5144,2596,10.669,49.029,107.578,32.24,365.457,591.579,1.593,1.509,1.45,1.334,1.39,1.493,-0.061
107,114,112,89,84,74,67,55,54,45,40,32,24,27,20,25,106,70,43,24,06CJFR,5,1,12,56,127,37,316,527,2881,1568,5.975,27.46,60.251,19.473,220.738,357.317,2.008,2.039,2.108,1.9,1.432,1.475,7.577
48,179,165,156,121,98,113,84,57,62,53,43,26,20,14,17,137,104,54,19,06CJFS,5,1,9,44,95,29,185,320,4007,1665,8.311,38.192,83.8,20.678,234.393,379.422,1.083,1.152,1.134,1.402,0.789,0.843,3.351
241,169,136,124,124,121,120,102,51,50,48,32,24,23,17,16,168,117,45,20,06CJFY,5,1,26,56,124,35,314,541,4655,2009,9.655,44.368,97.352,24.95,282.821,457.813,2.693,1.262,1.274,1.403,1.11,1.182,2.562
116,122,133,105,87,69,67,59,36,38,31,15,20,17,12,15,119,71,30,16,06CJGA,2,1,10,36,95,23,211,342,6354,1912,13.179,60.562,132.883,23.746,269.165,435.708,0.759,0.594,0.715,0.969,0.784,0.785,-1.739
110,105,119,115,113,91,79,,50,47,52,47,29,24,13,16,112,94,49,21,06CKFB,4,1,14,49,107,29,157,300,3798,1802,7.877,36.2,79.429,22.379,253.68,410.641,1.777,1.354,1.347,1.296,0.619,0.731,1.251
85,95,80,73,86,93,71,50,27,25,30,28,21,20,11,16,83,75,28,17,06CKFH,5,1,22,82,159,24,254,387,3381,1720,7.012,32.226,70.708,21.361,242.136,391.955,3.137,2.545,2.249,1.124,1.049,0.987,5.369
150,150,137,153,125,116,120,76,54,49,48,44,34,25,20,21,148,109,49,25,06CKFL,4,1,15,41,100,24,325,530,4194,2029,8.699,39.975,87.711,25.199,285.636,462.37,1.724,1.026,1.14,0.952,1.138,1.146,0.783
246,246,210,204,179,174,148,121,93,64,54,69,62,42,23,27,227,156,70,39,06CKFT,5,1,18,66,134,30,274,436,3683,1722,7.639,35.104,77.024,21.386,242.418,392.411,2.356,1.88,1.74,1.403,1.13,1.111,4.286
116,128,125,106,91,43,91,70,53,46,37,35,33,33,25,29,119,74,43,30,06CLFC,5,1,27,77,168,25,197,352,3109,1508,6.448,29.633,65.02,18.728,212.291,343.644,4.187,2.598,2.584,1.335,0.928,1.024,7.695
,119,130,103,45,72,58,37,27,39,21,26,33,27,19,24,117,53,28,26,06CLFN,5,1,8,49,95,19,252,398,3478,1410,7.214,33.15,72.737,17.511,198.495,321.312,1.109,1.478,1.306,1.085,1.27,1.239,3.361
69,87,70,,59,50,57,44,36,41,33,26,27,26,19,16,75,53,34,22,07CNFW,5,7,22,133,257,36,372,623,7515,2361,15.587,71.628,157.164,29.322,332.374,538.027,1.411,1.857,1.635,1.228,1.119,1.158,14.309
53,45,47,35,34,32,33,28,22,22,22,20,21,19,15,11,45,32,22,17,07CNGL,1,7,17,75,206,38,572,925,14506,5288,30.087,138.262,303.369,65.673,744.428,1205.034,0.565,0.542,0.679,0.579,0.768,0.768,-3.361
76,73,62,52,44,43,44,37,27,30,26,19,21,20,16,19,66,42,26,19,07CNGN,1,7,15,75,194,42,624,964,13670,4917,28.353,130.294,285.885,61.065,692.2,1120.49,0.529,0.576,0.679,0.688,0.901,0.86,-3.239
85,53,63,60,48,43,40,28,33,30,32,25,14,21,16,12,65,40,30,16,07CRFD,5,7,17,67,142,22,295,456,5360,2081,11.117,51.088,112.096,25.844,292.957,474.22,1.529,1.311,1.267,0.851,1.007,0.962,3.351
62,52,46,31,38,33,36,28,19,16,19,19,15,21,14,16,48,34,18,17,07CRFK,1,7,9,30,101,22,304,433,5982,2134,12.407,57.017,125.104,26.503,300.418,486.298,0.725,0.526,0.807,0.83,1.012,0.89,-2.893
36,43,45,35,56,51,45,31,28,37,34,29,,30,16,24,40,46,32,23,07CRFY,1,7,4,42,93,11,156,256,6494,1658,13.469,61.897,135.811,20.591,233.408,377.827,0.297,0.679,0.685,0.534,0.668,0.678,-3.12
,56,59,49,38,40,32,28,24,32,30,22,23,21,14,17,55,35,27,19,07CSFA,4,7,6,54,105,27,310,478,4881,2023,10.124,46.523,102.078,25.124,284.792,461.003,0.593,1.161,1.029,1.075,1.089,1.037,0.794
,72,63,63,52,46,39,42,,32,28,17,16,15,10,13,66,45,26,14,07CSFB,5,7,15,66,144,29,369,584,5168,2396,10.719,49.258,108.08,29.757,337.301,546.003,1.399,1.34,1.332,0.975,1.094,1.07,3.212
71,57,45,31,36,31,34,32,25,31,32,18,18,18,14,16,51,33,27,17,07CSFG,4,7,9,72,146,22,195,337,5420,2057,11.242,51.66,113.35,25.546,289.578,468.751,0.801,1.394,1.288,0.861,0.673,0.719,0.82
87,89,86,69,69,32,34,39,34,39,39,31,31,29,21,29,83,44,36,28,07CSFJ,5,7,16,79,157,31,331,545,4778,2309,9.91,45.541,99.924,28.676,325.054,526.177,1.615,1.735,1.571,1.081,1.018,1.036,6.747
86,84,61,54,53,40,41,39,35,41,37,22,19,20,15,17,71,43,34,18,07CSFK,5,7,22,90,196,37,310,518,5261,2334,10.912,50.144,110.025,28.987,328.573,531.874,2.016,1.795,1.781,1.276,0.943,0.974,5.183
70,72,69,64,49,47,42,42,34,37,38,26,27,27,19,22,69,45,34,24,07CSFN,5,7,13,64,117,24,209,354,4482,1726,9.296,42.72,93.734,21.436,242.981,393.322,1.398,1.498,1.248,1.12,0.86,0.9,5.499
106,79,69,56,49,42,43,38,31,36,34,23,21,18,15,16,78,43,31,18,07CSFU,5,7,12,35,99,15,218,340,2962,1257,6.143,28.232,61.945,15.611,176.957,286.446,1.953,1.24,1.598,0.961,1.232,1.187,10.713
37,38,45,42,41,29,28,25,20,34,44,,16,14,9,15,41,31,33,14,07CTFM,1,7,8,19,63,9,158,269,6182,1998,12.822,58.923,129.286,24.814,281.272,455.306,0.624,0.322,0.487,0.363,0.562,0.591,-4.505
84,74,74,60,44,44,57,44,39,44,25,22,23,30,21,17,73,47,33,23,07CUFC,5,7,22,72,161,34,277,446,5569,2094,11.551,53.08,116.466,26.006,294.787,477.183,1.905,1.356,1.382,1.307,0.94,0.935,4.499
87,75,75,72,51,41,57,45,65,63,45,38,45,42,31,38,77,49,53,39,07CUFD,5,7,26,77,163,24,255,379,5295,1831,10.982,50.469,110.736,22.74,257.762,417.25,2.367,1.526,1.472,1.055,0.989,0.908,5.736
50,40,37,25,23,24,29,26,22,23,18,15,17,18,13,13,38,26,20,15,07CUFL,2,7,8,46,106,25,333,504,6647,2131,13.786,63.355,139.011,26.465,299.995,485.614,0.58,0.726,0.763,0.945,1.11,1.038,-2.223
98,75,72,54,41,46,55,39,31,38,31,25,27,25,20,21,75,45,31,23,07CUFM,5,7,16,72,149,18,335,511,5393,1940,11.186,51.403,112.786,24.093,273.107,442.089,1.43,1.401,1.321,0.747,1.227,1.156,6.731
,92,75,49,53,53,61,61,46,44,40,32,35,34,25,34,72,57,41,32,07CUFQ,5,7,20,83,149,38,290,480,4094,2009,8.491,39.021,85.619,24.95,282.821,457.813,2.355,2.127,1.74,1.523,1.025,1.048,6.921
106,99,92,83,64,57,63,52,45,42,15,28,32,32,22,28,95,59,33,29,07CUFR,5,7,12,60,135,23,262,430,4378,1560,9.08,41.728,91.559,19.374,219.612,355.494,1.322,1.438,1.474,1.187,1.193,1.21,7.345
154,156,134,134,111,91,50,33,32,33,36,28,33,30,21,24,145,71,32,27,08CXFF,5,2,18,86,168,27,318,493,5332,1767,11.059,50.821,111.51,21.945,248.753,402.666,1.628,1.692,1.507,1.23,1.278,1.224,12.499
66,69,77,59,59,51,28,21,23,25,34,21,24,16,22,15,68,40,26,19,08CXFG,4,2,14,76,151,25,421,679,5685,2163,11.791,54.186,118.892,26.863,304.5,492.906,1.187,1.403,1.27,0.931,1.383,1.378,0.203
83,85,79,75,69,52,30,23,23,28,26,20,19,21,19,12,81,44,24,18,08CXFL,5,2,15,72,152,25,614,884,6526,2585,13.535,62.202,136.48,32.104,363.908,589.072,1.108,1.158,1.114,0.779,1.687,1.501,5.259
87,99,91,81,75,62,53,56,53,48,49,37,37,38,31,31,90,62,47,34,08CXFQ,5,2,8,59,125,29,421,662,4833,2442,10.024,46.065,101.074,30.328,343.777,556.485,0.798,1.281,1.237,0.956,1.225,1.19,5.497
73,83,77,70,66,57,38,25,27,29,34,26,29,23,18,29,76,47,29,25,08CXFS,5,2,18,132,218,30,408,654,5657,2055,11.733,53.919,118.307,25.522,289.296,468.295,1.534,2.448,1.843,1.175,1.41,1.397,12.122
86,84,86,72,73,59,52,38,31,30,30,24,25,21,18,,82,56,29,21,08CXFU,4,2,11,97,178,31,300,469,7245,2279,15.027,69.055,151.517,28.303,320.83,519.341,0.732,1.405,1.175,1.095,0.935,0.903,0.449
92,85,65,60,62,47,38,34,29,35,33,32,27,23,20,20,76,45,32,23,08CXFY,3,2,23,72,148,24,440,663,6471,2770,13.421,61.677,135.33,34.401,389.952,631.23,1.714,1.167,1.094,0.698,1.128,1.05,-0.133
55,55,53,44,51,43,24,16,21,20,22,16,20,16,15,10,52,34,20,15,08CXFZ,4,2,23,68,141,42,351,519,5923,1993,12.285,56.454,123.87,24.752,280.568,454.167,1.872,1.205,1.138,1.697,1.251,1.143,1.321
109,94,91,84,68,59,40,24,27,28,29,24,26,23,18,16,95,48,27,21,08CXGB,5,2,25,94,193,31,403,618,5456,1772,11.316,52.003,114.103,22.007,249.457,403.805,2.209,1.808,1.691,1.409,1.616,1.53,6.627
138,143,134,119,88,82,49,33,30,30,37,28,30,23,19,21,134,63,31,23,08CXGD,5,2,15,100,175,30,275,442,5838,1582,12.108,55.644,122.092,19.647,222.709,360.508,1.239,1.797,1.433,1.527,1.235,1.226,17.724
85,68,72,63,69,56,40,23,25,24,23,19,23,20,22,18,72,47,23,21,08CXGG,4,2,14,97,176,32,368,548,6957,2190,14.429,66.31,145.494,27.198,308.301,499.059,0.97,1.463,1.21,1.177,1.194,1.098,1.994
106,121,97,92,76,66,61,46,33,36,29,20,20,18,13,22,104,62,30,18,08CYFB,3,2,11,38,90,25,263,446,5240,1743,10.868,49.944,109.586,21.647,245.374,397.196,1.012,0.761,0.821,1.155,1.072,1.123,-0.712
135,104,87,62,70,59,44,38,33,34,31,26,26,26,17,27,97,53,31,24,08CYFC,5,2,16,63,120,30,297,474,4343,1940,9.008,41.395,90.827,24.093,273.107,442.089,1.776,1.522,1.321,1.245,1.087,1.072,2.568
57,67,58,50,36,34,42,31,25,25,25,17,15,14,10,12,58,36,23,13,08CYFJ,2,2,15,50,100,23,481,703,4966,1703,10.3,47.333,103.856,21.15,239.743,388.081,1.456,1.056,0.963,1.087,2.006,1.811,-2.632
221,173,126,88,117,85,49,29,24,26,28,14,17,16,14,10,152,70,23,14,08CYFN,5,2,12,69,132,30,390,584,3799,1967,7.879,36.21,79.45,24.429,276.908,448.242,1.523,1.906,1.661,1.228,1.408,1.303,11.155
75,75,60,52,47,38,41,33,11,10,27,18,20,21,14,10,66,40,17,16,08CYFP,3,2,12,44,92,21,488,729,4755,2285,9.862,45.322,99.443,28.378,321.675,520.708,1.217,0.971,0.925,0.74,1.517,1.4,-0.964
120,124,89,71,56,53,41,32,32,34,32,24,26,25,19,16,101,46,31,22,08CYFS,5,2,19,59,126,35,453,682,4452,2010,9.234,42.434,93.106,24.963,282.961,458.041,2.058,1.39,1.353,1.402,1.601,1.489,4.567
93,88,79,72,75,65,53,45,,43,27,22,28,25,14,15,83,60,31,21,08CZFF,4,2,8,100,167,31,394,598,6529,2496,13.542,62.23,136.543,30.998,351.379,568.791,0.591,1.607,1.223,1,1.121,1.051,0.212
104,122,100,81,81,69,57,44,35,25,32,33,19,20,12,,102,63,31,17,08CZFG,4,2,11,69,135,23,370,558,5900,2319,12.237,56.235,123.389,28.8,326.462,528.456,0.899,1.227,1.094,0.799,1.133,1.056,0.191
158,199,179,147,129,111,96,66,59,42,59,49,37,36,22,29,171,101,52,31,08CZFJ,4,2,14,77,149,32,513,761,6779,2461,14.06,64.613,141.772,30.564,346.452,560.815,0.996,1.192,1.051,1.047,1.481,1.357,1.23
125,127,144,112,107,89,79,65,49,48,51,41,43,39,29,34,127,85,47,36,08CZFL,2,2,7,56,120,29,346,538,7661,2377,15.89,73.02,160.217,29.521,334.627,541.673,0.441,0.767,0.749,0.982,1.034,0.993,-2.104
56,61,68,45,34,32,33,33,32,30,37,30,29,25,10,12,58,33,32,19,08CZFU,2,2,11,56,141,16,394,614,7330,2623,15.203,69.865,153.295,32.576,369.258,597.732,0.724,0.802,0.92,0.491,1.067,1.027,-1.597
77,75,61,64,64,46,42,29,24,23,28,20,20,15,8,14,69,45,24,14,08DAFL,2,2,21,68,173,34,347,613,10335,3424,21.436,98.507,216.139,42.523,482.02,780.264,0.98,0.69,0.8,0.8,0.72,0.786,-2.398
176,175,145,122,115,76,53,39,30,27,30,22,22,22,16,19,155,71,27,20,08DAFM,5,2,29,93,209,56,447,745,7520,2612,15.597,71.676,157.268,32.439,367.709,595.225,1.859,1.298,1.329,1.726,1.216,1.252,8.521
77,68,58,46,53,30,32,22,30,28,25,18,19,18,13,17,62,34,25,17,08DAFP,2,2,13,74,148,40,448,713,9741,3495,20.204,92.845,203.717,43.405,492.015,796.444,0.643,0.797,0.726,0.922,0.911,0.895,-1.993
131,90,72,116,84,64,60,48,39,35,39,28,30,26,20,26,102,64,35,26,08DAFR,5,2,30,116,230,60,560,902,7262,3492,15.062,69.217,151.873,43.368,491.593,795.76,1.992,1.676,1.514,1.384,1.139,1.134,3.875
87,77,65,61,56,51,38,28,26,16,19,13,12,15,9,4,73,43,19,10,08DAFU,3,2,23,94,199,50,444,691,10262,3329,21.284,97.811,214.613,41.344,468.646,758.615,1.081,0.961,0.927,1.209,0.947,0.911,-1.095
109,86,110,88,65,56,53,43,43,31,34,26,26,23,16,20,98,54,34,21,08DAFW,3,2,22,128,225,43,532,824,10936,3722,22.682,104.235,228.708,46.224,523.971,848.173,0.97,1.228,0.984,0.93,1.015,0.972,-0.444
100,93,78,80,96,62,60,44,46,30,36,26,27,28,22,23,88,66,35,25,08DAGF,5,2,30,123,252,56,557,934,6129,2427,12.712,58.418,128.178,30.142,341.665,553.067,2.36,2.106,1.966,1.858,1.63,1.689,8.4
115,68,80,67,73,55,52,27,34,22,33,15,39,27,18,26,83,52,26,28,08DBFG,3,2,8,47,106,19,338,527,6561,2172,13.608,62.535,137.212,26.975,305.767,494.957,0.588,0.752,0.773,0.704,1.105,1.065,-0.923
212,184,155,164,196,106,94,81,61,45,58,45,,70,41,57,179,119,52,56,08DBFJ,4,2,15,96,195,34,433,619,6355,2451,13.181,60.572,132.904,30.44,345.044,558.536,1.138,1.585,1.467,1.117,1.255,1.108,2.003
89,82,54,,81,54,51,42,13,23,34,26,29,26,19,,75,57,24,25,08DBFK,3,2,11,75,134,30,299,445,6816,2151,14.137,64.966,142.545,26.714,302.811,490.172,0.778,1.154,0.94,1.123,0.987,0.908,-0.367
159,164,122,126,105,99,91,76,57,56,63,49,52,52,27,38,143,93,56,42,08DBFL,4,2,17,66,137,28,291,439,6452,2147,13.382,61.496,134.933,26.664,302.248,489.26,1.27,1.073,1.015,1.05,0.963,0.897,2.275
40,44,40,42,38,33,27,32,29,24,28,19,20,22,19,15,42,33,25,19,09DCFB,2,6,2,17,34,9,245,394,1699,1255,3.524,16.194,35.532,15.586,176.675,285.991,0.568,1.05,0.957,0.577,1.387,1.378,-2.483
41,49,47,42,40,35,36,28,23,22,19,16,21,14,10,14,45,35,20,15,09DCFK,4,6,6,16,49,10,147,241,2005,1127,4.159,19.11,41.931,13.996,158.656,256.822,1.443,0.837,1.169,0.714,0.927,0.938,0.93
46,70,42,27,43,31,35,28,21,19,17,15,19,20,13,16,46,34,18,17,09DCFP,4,6,6,19,37,9,120,188,2146,869,4.451,20.454,44.88,10.792,122.335,198.028,1.348,0.929,0.824,0.834,0.981,0.949,0.895
46,45,71,59,39,27,33,31,25,29,20,29,28,25,23,,55,33,26,25,10DJFP,5,5,13,46,108,21,312,492,3626,1646,7.521,34.561,75.832,20.442,231.719,375.092,1.729,1.331,1.424,1.027,1.346,1.312,3.144
19,20,25,17,18,23,19,16,12,17,17,12,15,14,11,8,20,19,15,12,10DKFC,2,5,6,11,28,6,60,96,1630,513,3.381,15.536,34.089,6.371,72.219,116.903,1.775,0.708,0.821,0.942,0.831,0.821,-1.801
52,60,50,41,48,50,58,36,18,31,29,24,24,19,21,23,51,48,26,22,10DLFX,5,5,8,38,88,14,159,259,3152,1079,6.537,30.043,65.919,13.4,151.898,245.883,1.224,1.265,1.335,1.045,1.047,1.053,7.435
31,24,34,37,35,29,23,20,10,16,16,11,12,10,9,11,32,27,13,11,10DMFQ,3,5,6,23,49,14,116,208,2991,1058,6.204,28.508,62.552,13.14,148.942,241.098,0.967,0.807,0.783,1.065,0.779,0.863,-0.15
43,40,41,38,33,26,30,28,17,23,25,18,17,16,11,9,41,29,21,13,10DMFS,4,5,4,17,40,9,110,183,2406,831,4.99,22.932,50.318,10.32,116.986,189.369,0.802,0.741,0.795,0.872,0.94,0.966,0.574
11,16,19,15,13,15,14,13,10,8,11,8,9,10,8,10,15,14,9,9,11DPFK,3,5,4,12,26,3,57,85,1525,525,3.163,14.535,31.893,6.52,73.908,119.637,1.265,0.826,0.815,0.46,0.771,0.71,-1.339
23,24,29,23,39,33,28,30,21,26,24,17,14,15,10,12,25,33,22,13,11DQFM,4,5,12,39,85,18,446,666,3333,1717,6.913,31.768,69.704,21.324,241.714,391.271,1.736,1.228,1.219,0.844,1.845,1.702,0.754
66,63,60,51,38,36,31,28,25,26,25,22,26,23,23,28,60,33,25,25,11DRFF,5,5,10,24,67,12,133,195,2840,717,5.89,27.069,59.394,8.905,100.937,163.391,1.698,0.887,1.128,1.348,1.318,1.193,4.322
34,36,37,37,31,30,28,28,21,26,26,23,25,25,25,29,36,29,24,26,11DRFG,4,5,8,26,60,10,82,153,3045,723,6.316,29.023,63.681,8.979,101.782,164.758,1.267,0.896,0.942,1.114,0.806,0.929,1.594
38,35,38,34,31,30,26,28,19,24,22,19,26,19,22,30,36,29,21,24,11DRFM,3,5,6,21,51,12,141,227,2614,944,5.422,24.915,54.667,11.724,132.893,215.12,1.107,0.843,0.933,1.024,1.061,1.055,-0.076
81,76,76,65,63,58,62,50,39,40,32,28,28,28,22,25,75,58,35,26,13EGFG,4,4,8,48,85,16,206,320,3524,1339,7.309,33.588,73.699,16.629,188.5,305.133,1.095,1.429,1.153,0.962,1.093,1.049,1.803
